name,roaster,roast,loc_country,origin,100g_USD,rating,review_date,review
Panama Elida Green Tip Gesha Natural,Equator Coffees & Teas,Medium-Light,United States,Panama,32.63,94,201712,"Spice-toned, richly sweet. Raspberry, dark chocolate, hazelnut, gardenia, bergamot in aroma and cup. Sweet, fruit-forward structure; full, satiny mouthfeel. The resonant, flavor-saturated finish is characterized by notes of rich chocolate with berry and bittersweet citrus complications."
Costa Rica Geisha Honey COE 2018 2nd Place,Dragonfly Coffee Roasters,Medium-Light,United States,Costa Rica,19.84,94,201811,"Rich, high-toned, sweetly herbaceous. Lemon verbena, roasted almond, black cherry, narcissus, black peppercorn in aroma and cup. Savory-sweet structure with high-toned, lively acidity; plush, syrupy mouthfeel. The finish leads with black cherry and narcissus in the short, with notes of almond and peppercorn in the long, and an undercurrent of lemon verbena throughout."
Karen J Red Bourbon,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,20.26,94,201804,"Rich-toned, subtly complex. Pineapple, sandalwood, jasmine, honey, cocoa in aroma and cup. Deeply sweet in structure with juicy acidity; plush, syrupy mouthfeel. The resonant finish leads with cocoa-toned pineapple in the short, rounding to jasmine in the long."
Gesha Village Natural Lot #19,GK Coffee,Medium-Light,Taiwan,Ethiopia,38.4,94,201909,"Rich, complex, very deeply sweet. Honey, lilac, guava, frankincense, cacao nib in aroma and cup. Richly sweet-tart structure with high-toned, juicy acidity; crisp, full, satiny mouthfeel. The rich-toned finish is both sweetly floral and invitingly tart."
Monarch Gesha,Equator Coffees,Medium-Light,United States,Hawai'I,37.04,94,201905,"Floral and sweetly herbaceous with richly framed depth. Jasmine, spearmint, chocolate, watermelon, fine musk in aroma and cup. Deeply sweet structure with vibrant, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish centers around chocolate and jasmine with musk undertones."
Gesha Village 1931 Lot 27,Mudhouse Coffee Roasters,Medium-Light,United States,Ethiopia,22.05,94,201909,"Richly sweet-savory, deeply floral-toned. Honeysuckle, bergamot, toffee, myrrh, a hint of fresh coriander in aroma and cup. Balanced, structure (sweet-savory) with citrusy acidity; plump, satiny mouthfeel. The finish consolidates around notes of honeysuckle and myrrh with a hint of toffee in the long."
Geisha Village Auction Lot #11,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,22.71,94,201908,"Subtly and sweetly intense: flowers and cocoa. Lavender, cocoa, honey, candied nut, lemon zest, much more in aroma and cup. Richly and sweetly pungent in structure; light though plush and satiny in mouthfeel. A quiet, layered finish consolidates around lemon and lavender. "
Ninety Plus Gesha Estates JBC Custom Lot #252,JBC Coffee Roasters,Medium-Light,United States,Panama,43.65,94,201905,"A complex and overwhelming aromatic immersion. Pink bubblegum, winter spices, salted fudge, candied ginger, elderflower, herbal liqueur (yellow chartreuse?) in aroma and cup. The structure is dramatic: basic tastes are all disconcertingly intense, including sweet, salt and savory, yet they all somehow layer and satisfy. Very full and syrupy mouthfeel with a spicy drying edge. The finish is resonant, slightly bittersweet though chocolaty and rich."
Kenya Karatina AA 2020,Dragonfly Coffee Roasters,Medium-Light,United States,Kenya,7.05,94,202009,"Vibrantly floral-toned, sweetly pungent. Narcissus, toffee, black currant, cedar, dark caramel in aroma and cup. Sweet-tart structure with bright, juicy acidity; plush, syrupy mouthfeel. Finish leads with toffee and black currant notes supported by narcissus-like flowers throughout."
El Salvador Geisha Natural,Paradise Roasters,Medium-Light,United States,El Salvador,9.96,94,202007,"Sweet-toned, fruit-forward, delicately floral. Dried strawberry, lilac, cocoa nib, almond brittle, wild honey in aroma and cup. Deeply sweet structure with rich, vibrant acidity; full, viscous mouthfeel. Finish leads with notes of dried strawberry and honey in the short, rounding to cocoa nib in the long."
Colombia Pink Bourbon Honey,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,8.23,93,202007,"Floral and sweetly spice-toned. Jasmine, pink peppercorn, apricot, baking chocolate, fresh-cut oak in aroma and cup. Sweet-savory structure with balanced, bright acidity; satiny-smooth mouthfeel. Finish consolidates to notes of apricot and baking chocolate with hints of jasmine at the top and oak underneath."
Colombia Finca Lord Baltimore Papayo,Paradise Roasters,Light,United States,Colombia,7.33,94,202005,"Floral, citrusy, delicate yet deeply sweet. Honeysuckle, blood orange, sugar cane, nougat, cocoa nib in aroma and cup. Sweetly tart structure with high-toned, juicy acidity; plush, lively mouthfeel. The crisp finish centers around notes of honeysuckle, blood orange and cocoa nib."
Colombia Granja La Esperanza Tres Dragones,PT's Coffee Roasting Co.,Medium-Light,United States,Colombia,6.91,94,202004,"Deeply fruity, sweetly fermenty, headily floral. Strawberry coulis, brandy, almond butter, toffee, honeysuckle in aroma and cup. Richly sweet-tart structure with juicy, bright acidity; viscous, syrupy mouthfeel. Sustained flavor-saturated finish."
Costa Rica Luis Campos Anaerobic,Revel Coffee,Medium-Light,United States,Costa Rica,6.76,94,202004,"Rich, complex, multi-layered. Sweet baking spices, cocoa powder, lemon zest, lilac, sandalwood in aroma and cup. Deeply sweet structure with apple-like malic acidity; lush, syrupy mouthfeel. The finish leads with sweet baking spices and cocoa powder."
Ethiopia Hassen Ware Akrabi,Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,6.61,94,202004,"Delicate, sweetly tart, intricately balanced. Apricot, maple syrup, star jasmine, cedar, almond brittle in aroma and cup. Balanced, sweet-tart structure with high-toned acidity; elegant, silky mouthfeel. The quiet finish consolidates to apricot and almond."
Ethiopia Violent Andromeda Natural,Quartet Kaffe,Medium,Taiwan,Ethiopia,9.6,94,202002,"Richly, sweetly tart, deeply chocolaty. Dark chocolate fudge, grape candy, sandalwood, violet, magnolia in aroma and cup. Tartly sweet structure with vibrant, juicy acidity; creamy, plush mouthfeel. The long, resonant finish centers on grape candy and chocolate fudge, with a backgrounded sandalwood."
Sidama Extreme Papilio Natural,Pro Aroma Enterprise Coffee,Medium-Light,Taiwan,Ethiopia,7.35,93,202010,"Berry-driven, chocolaty. Blueberry, lemon zest, baking chocolate, cedar, a hint of fine musk in aroma and cup. Sweet-savory structure with quietly resonant acidity; syrupy, gently lively mouthfeel. Flavor consolidates to blueberry and cedar in the short finish but both linger far into the long."
Kona Champagne Natural Black Rock Farm,Paradise Roasters,Light,United States,Hawai'I,7.33,93,202009,"Deeply aromatic, tropical fruit-toned. Guava, lychee, ginger blossom, cocoa nib, agave syrup in aroma and cup. Sweetly tart structure with bright, juicy acidity; delicate, silky-smooth mouthfeel. Quietly fruit-centered finish with hints of cocoa nib."
Kenya Kirinyaga Peaberry,Big Shoulders Coffee,Medium-Light,United States,Kenya,6.47,93,202010,"Richly sweet-tart, chocolaty. Tangerine, dark chocolate, almond butter, freesia-like flowers, a hint of marjoram in aroma and cup. Sweet-tart structure with bright, juicy acidity; full, satiny mouthfeel.The finish consolidates to suggestions of chocolate and tangerine."
Ethiopia Guji Uraga,De Clieu Coffee,Medium-Light,Taiwan,Ethiopia,7.08,93,202009,"Crisp, delicate, richly sweet. Yellow plum, cocoa powder, narcissus, sandalwood, brown sugar in aroma and cup. Sweet-toned structure with lively acidity; full, satiny mouthfeel. Cocoa-toned plum and a hint of narcissus enliven the quiet finish."
Ethiopia Sidamo Bensa Natural Single-Variety Kurume G1,Dory Coffee Roasters,Medium-Light,Taiwan,Ethiopia,9.74,93,202009,"Deeply sweet, cocoa-toned. Dark chocolate, dried persimmon, hazelnut, wisteria, maple syrup in aroma and cup. Balanced, brisk but sweet structure with rounded acidity; satiny-smooth mouthfeel. The finish is thoroughly chocolaty with undertones of persimmon and hazelnut."
Ethiopia Yirgacheffe Natural Farm Direct,Dragonfly Coffee Roasters,Medium-Light,United States,Ethiopia,6.47,94,202009,"Delicately and richly fruit-toned. Raspberry, dark chocolate, baking spices, tangerine zest, lemon verbena in aroma and cup. Sweet structure with winy acidity; very full, satiny mouthfeel. Chocolaty finish with notes of raspberry and baking spices."
Kaguyu,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,93,202011,"Sweetly tart, deeply aromatic. Red currant, magnolia, brown sugar, cashew butter, lemon verbena in aroma and cup. Sweet-tart structure with gentle, round acidity; very full, syrupy-smooth mouthfeel. The quiet finish leads with notes of red currant and cashew butter."
Kenya Gatuya,Drink Coffee Do Stuff,Medium-Light,United States,Kenya,6.17,94,202008,"Bright, sweetly savory, deep-toned. Black currant, dark chocolate, cedar, hop flowers, jasmine in aroma and cup. Richly bittersweet structure with floral-toned acidity; plush, syrupy mouthfeel. The resonant finish centers around notes of black currant, dark chocolate and hop flowers."
Colombia San Luís Gesha,Peach Coffee Roasters,Medium-Light,United States,Colombia,8.81,94,202008,"Rich-toned, elegantly sweet. Wild honey, dried apricot, lilac, myrrh, sandalwood in aroma and cup. Sweetly tart structure with juicy, bright acidity; full, syrupy-smooth mouthfeel.The finish consolidates to notes of dried apricot and myrrh with undertones of wild honey."
Kona Maragogype,Rusty's Hawaiian,Medium,Hawai'i,Hawai'I,17.64,93,202006,"Deep-toned, richly sweet-savory. Dark chocolate, hop flowers, lychee, sandalwood, almond brittle in aroma and cup. Sweet-savory structure with round, gentle acidity; plush, creamy mouthfeel. The resonant finish is redolent with notes of almond brittle and lychee."
Gesha Village Single-Variety Gesha Special Selection,Plat Coffee Roastery,Medium-Light,Hong Kong,Ethiopia,13.23,94,202005,"Deeply rich, balanced, fruit- and floral-toned. Tea rose, pomelo, dark chocolate, pie cherry, fresh-cut oak in aroma and cup. Sweet-tart structure with round, fruit-toned acidity; rich, satiny mouthfeel. Tea rose, pie cherry and dark chocolate saturate the resonant finish."
Kona Laurina Pointu,Kona Farm Direct,Medium-Light,Hawai'i,Hawai'I,25.2,94,202002,"Intricate, pungent, deeply floral. Peach, pear, honeysuckle, black walnut, musk in aroma and cup. Brisk but very sweet in structure with a savory edge; satiny, lively mouthfeel. Crisp, flavor-saturated finish. "
Red Bourbon Washed,Hala Tree Kona Coffee,Medium-Light,Hawai'i,Hawai'I,14.55,93,202006,"Sweet, balanced, floral-toned. Jasmine, peach, pistachio, cardamom, cocoa nib in aroma and cup. Deeply sweet structure with savory undertones; plush, satiny mouthfeel. The richly drying finish is led by notes of jasmine in the short, pistachio and cocoa nib in the long."
Wood Valley Single Estate Ka’u,Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,10.58,93,202006,"Richly floral- and nut-toned. Freesia-like flowers, almond brittle, baking chocolate, black cherry, fresh-cut oak in aroma and cup. Deeply sweet structure with tart, lively acidity; full, satiny mouthfeel. Finish consolidates around almond brittle and freesia. "
Panama Hacienda La Esmeralda Geisha Natural Special Auction ES-N-2,Euphora Coffee,Medium-Light,Taiwan,Panama,45.31,94,202002,"Crisply sweet, fruit- and floral toned. Nectarine, jasmine, cocoa nib, sandalwood, maple syrup in aroma and cup. Sweetly tart structure with juicy, lively acidity; crisp, silky mouthfeel. Resonant finish centered around nectarine and cocoa nib."
Sudan Rume,modcup coffee,Light,United States,Colombia,17.64,94,202006,"Spice-toned, delicate and deep. Cardamom, black tea, bergamot, honeysuckle, sandalwood in aroma and cup. Sweet-savory structure with juicy acidity; full, syrupy-smooth mouthfeel. Flavor-saturated finish leads with cardamom and bergamot, rounding to honeysuckle-toned sandalwood in the long."
Kona Pumpkin Spice Anaerobic,Paradise Roasters,Medium-Light,United States,Hawai'I,22.0,93,202009,"Sweetly spice-toned. Cinnamon, cocoa powder, plum, ginger blossom, narcissus in aroma and cup. Richly sweet structure with round acidity; full, satiny mouthfeel. The spice-toned finish centers on cinnamon and gingerbread suggestions."
Kona SL34,Kona Farm Direct,Medium,Hawai'i,Hawai'I,16.12,93,202011,"Delicately sweet-savory, floral-toned. Lilac, plum, almond brittle, lemon verbena, gently scorched elm in aroma and cup. RIchly bittersweet structure with gentle acidity; syrupy-smooth mouthfeel. The finish centers around notes of lemon verbena and lightly scorched elm."
Ethiopia Sidama Bona Sweet Natural G1,Singsun Coffee,Medium-Light,Taiwan,Ethiopia,13.67,93,202010,"Chocolaty and fruit-centered. Dark chocolate, blueberry, jasmine, lemongrass, a hint of brandy in aroma and cup. Sweet-toned structure with gentle, round acidity; syrupy-smooth mouthfeel. Chocolate and flowers, in particular, carry into a resonant finish."
Kona Pointu Laurina,Kona Farm Direct,Medium,Hawai'i,Hawai'I,25.2,93,202011,"Complex, sweetly pungent. Nectarine, magnolia, musk, cashew butter, maple syrup in aroma and cup. Briskly sweet structure with savory undertones; satiny-smooth mouthfeel. Crisply sweet-savory finish. "
Ethiopia Guji Laayyoo Natural,Paradise Roasters,Light,United States,Ethiopia,7.33,94,202012,"Richly sweet-tart, brightly fruit-forward. Pomegranate, cocoa nib, butterscotch, hazelnut, passionflower in aroma in cup. Sweet-savory in structure with citrusy acidity; crisply smooth mouthfeel. Quiet, cocoa-toned finish with sweet hazelnut undertones."
Colombia Cumbarco Lot 397,modcup coffee,Medium-Light,United States,Colombia,5.88,93,202206,"Crisply chocolaty, richly nut-toned. Baking chocolate, almond butter, plum, cedar, maple syrup in aroma and cup. Sweet structure with juicy acidity; velvety mouthfeel. The flavorful finish leads with notes of baking chocolate and almond with hints of plum."
5a Poniente,El Gran Cafe,Medium,Guatemala,Guatemala,1.47,88,202112,"Richly bittersweet. Dark chocolate, hop flowers, fir, almond, raisin in aroma and cup. Bittersweet structure with gentle acidity; very full, syrupy mouthfeel. The crisp, chocolaty finish is supported by smoky aromatic wood notes."
Organic Ethiopia Shantawene Natural,Mr. Espresso,Medium-Light,United States,Ethiopia,5.0,92,202111,"Crisp, lively, citrus-toned. Meyer lemon zest, plum, cocoa nib, freesia-like flowers, agave syrup in aroma and cup. Sweet-tart structure with brisk acidity; full, syrupy-smooth mouthfeel. The finish leads with Meyer lemon and cocoa notes supported by a hint of agave syrup."
Private Reserve Ethiopia Barrel-Aged,San Francisco Bay Coffee,Medium-Light,United States,Ethiopia,4.58,92,202103,"Gently fruit-toned. Raspberry jam, wine barrel, dark chocolate, hazelnut, gardenia in aroma and cup. Sweet-toned with brisk acidity; velvety-smooth mouthfeel. The finish evokes hard berry cider with chocolate and gardenia undertones."
Ethiopia Hambela G1,Mr. Chao Coffee,Medium-Light,Taiwan,Ethiopia,3.67,91,202108,"Deep-toned, chocolaty. Baking chocolate, date, hazelnut, fresh-cut cedar, brown sugar in aroma and cup. Sweet-toned structure with gentle, round acidity; full, satiny mouthfeel. Crisp, chocolaty finish with undertones of hazelnut and date."
Organic Red Honey Ramirez Estate Microlot,Cafe Kreyol,Medium,United States,Dominican Republic,3.82,92,202011,"Crisp, gently fruit-toned. Raspberry jam, baking chocolate, magnolia, almond, cedar in aroma and cup. Sweet structure with round acidity; velvety-smooth mouthfeel. Quiet, chocolaty and nut-driven finish."
Private Reserve Guatemala Medina Estate,San Francisco Bay Coffee,Medium,United States,Guatemala,4.17,90,202103,"Delicate, sweetly nut-toned. Candied walnut, persimmon, grapefruit zest, oak, magnolia in aroma and cup. Richly sweet structure with gentle, round acidity; lightly syrupy mouthfeel. The gently drying finish is redolent of candied walnut."
Ethiopia Sidamo Natural Water Decaf,Jackrabbit Java,Medium-Light,United States,Ethiopia,4.12,91,202105,"Deep-toned, chocolaty. Baking chocolate, date, almond butter, fresh-cut oak, agave syrup in aroma and cup. Sweet-toned structure with gentle, round acidity; full, satiny mouthfeel. Crisp, chocolaty finish with undertones of almond and date."
Colombia Nariño,Dragonfly Coffee Roasters,Medium-Light,United States,Colombia,3.67,91,202104,"Crisply sweet, chocolaty. Baking chocolate, raisin, cedar, almond, lily in aroma and cup. Sweet-toned structure with brisk acidity; velvety mouthfeel. Gently drying finish consolidates to notes of chocolate-toned raisin and cedar."
Private Reserve Colombia Antioquia,San Francisco Bay Coffee,Medium-Light,United States,Colombia,4.17,91,202104,"Cocoa-toned, balanced. Cocoa powder, date, magnolia, orange zest, hazelnut in aroma and cup. Sweet in structure with gentle, round acidity; satiny-smooth mouthfeel. The gently drying finish centers around notes of cocoa powder and orange zest with undertones of magnolia."
Belquis Ramirez Lemus Colombia Coffee for Peace,True Coffee Roasters,Medium-Light,United States,Colombia,3.96,92,202103,"Balanced, bright. Cocoa nib, orange zest, almond brittle, plum, cedar in aroma and cup. Sweet-toned with juicy, high-toned acidity; crisp, velvety mouthfeel. Quiet finish that leads with notes of cocoa nib and orange zest, rounding to cedar in the long."
Asprole Blend #1 Colombia Coffee for Peace,True Coffee Roasters,Medium-Light,United States,Colombia,3.96,92,202103,"Crisply sweet, chocolaty. Baking chocolate, apricot, lemon verbena, fresh-cut fir, nougat in aroma and cup. Sweet in structure with brisk acidity; crisp, satiny-smooth mouthfeel. The finish centers around notes of baking chocolate, fir, and lemon verbena."
Colombia Caldas Finca Villa Clara Supremo,CofFeeling,Medium-Light,Taiwan,Colombia,3.52,92,202105,"Evaluated as espresso. Richly sweet, crisply chocolaty. Dark chocolate, date, magnolia, oak, a hint of marjoram in aroma and small cup. Satiny mouthfeel; crisp, chocolaty finish. In cappuccino-scaled milk, deep chocolate notes are further animated, as are magnolia-like florals."
Colombia Planadas,SkyTop Coffee,Medium-Light,United States,Colombia,4.41,92,202012,"Chocolaty and sweetly nut-toned. Baking chocolate, almond butter, nougat, lychee, lily in aroma and cup. Sweet structure with gentle, round acidity; velvety-smooth mouthfeel. Crisp, chocolaty finish with undertones of almond and lily."
Organic 18 Rabbits Honduras,Cafe Kreyol,Medium-Light,United States,Honduras,3.82,91,202111,"Quietly nuanced, nut-forward. Hazelnut, caramel, grapefruit, fresh-cut fir, a hint of gardenia in aroma and cup. Sweetly brisk structure; velvety mouthfeel. The nut-toned finish is supported by caramel and spice-toned florals."
House Blend,Metropolis Coffee,Medium,United States,Colombia,3.69,91,202109,"Richly chocolaty, floral-toned. Dark chocolate, magnolia, almond, caramel, cedar in aroma and cup. Sweet structure with mild acidity; delicate, velvety mouthfeel. A simple finish consolidates to notes of cedar and almond."
SGG Ethiopia Sidamo G2,Mr. Chao Coffee,Medium-Light,Taiwan,Ethiopia,3.52,91,202110,"Sweetly herbaceous, cocoa-driven. Cocoa nib, lemon-thyme, pink grapefruit zest, caramel, cedar in aroma and cup. Sweetly savory with brisk acidity; delicate, silky mouthfeel. T"
Breakfast Blend,Metropolis Coffee,Medium-Light,United States,Colombia,3.69,90,202109,"Crisply cocoa-toned. Baking chocolate, almond nougat, carnation, golden raisin, cedar in aroma and cup. Sweet-toned with brisk acidity; silky-smooth mouthfeel. Nut-toned finish with hints of baking chocolate and golden raisin."
Dominican Republic Organic Ramirez Estate,Cafe Kreyol,Medium-Light,United States,Dominican Republic,3.82,90,202108,"Delicate, sweet, quietly nuanced. Clover, oak, cocoa powder, macadamia nut, agave syrup in aroma and cup. Sweet-toned with a quietly present, backgrounded acidity; velvety-smooth mouthfeel. Sweet, subtly complex finish."
Kenya Nyeri Kiandu AA,Coffee by Design,Medium-Light,United States,Kenya,4.08,92,202109,"Crisply sweet-savory. Dark chocolate, lavender, date, agave syrup, lemon zest in aroma and cup. Richly bittersweet structure with velvety-smooth mouthfeel; chocolaty finish with lavender undertones."
Ethiopia Sidama Durato Bombe,Coffee By Design,Medium-Light,United States,Ethiopia,4.08,91,202111,"Aromatic, wood-framed, berry-toned. Berry melange, fresh-cut cedar, agave syrup, lily, grapefruit zest in aroma and cup. Sweet structure with gentle, round acidity; crisp, silky mouthfeel. Wood-framed finish with berry and grapefruit undertones."
Brazil Peixoto Peaberry,True Coffee Roasters,Medium-Light,United States,Brazil,3.63,92,202109,"Richly sweet, deeply nut-toned. Almond butter, cane sugar, orange zest, date, a hint of magnolia in aroma and cup. Sweet structure with gentle, round acidity; crisp, satiny mouthfeel. The quiet, sweet finish that leads with notes of almond butter and date."
FTO Ethiopian,Mystic Monk Coffee,Medium-Light,United States,Ethiopia,4.1,92,202110,"Deep-toned, sweet, chocolaty. Baking chocolate, golden raisin, molasses, baking spices, fresh-cut cedar in aroma and cup. Sweet structure with gentle, round acidity; very full, velvety mouthfeel. Crisply sweet, chocolaty finish."
Ethiopia Guji Hambela G1 Natural,RanGuo Coffee,Medium-Light,Taiwan,Ethiopia,5.64,91,202103,"Balanced, sweet-toned. Date, baking chocolate, cedar, freesia-like flowers, almond in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. The cedary finish is supported by notes of date and freesia."
Jose Cienfuegos Mexico,JBC Coffee Roasters,Medium-Light,United States,Mexico,4.7,92,202012,"Cocoa-toned, gently tart. Pomegranate, cocoa powder, almond, narcissus, molasses in aroma and cup. Sweet-tart structure with brisk acidity; satiny mouthfeel. The finish consolidates to notes of cocoa powder and molasses."
Thailand Robusta Panid Choosit Espresso,Paradise Roasters,Medium,United States,Thailand,4.98,91,202101,"Evaluated as espresso. Sweetly tart, nut-toned. Almond butter, carob, lemon zest, date, magnolia in aroma and small cup. Crisp, satiny mouthfeel; nutty finish with hints of carob and lemon zest. In three parts milk, almond and magnolia notes gently harmonize. "
Espresso,Lina Premium Coffee,Medium-Dark,United States,Colombia,4.63,91,202103,"Evaluated as espresso. Deep-toned, chocolaty and rich. Dark chocolate, hazelnut, gently scorched cedar, raisin, gardenia-like flowers in aroma and small cup. Full, creamy mouthfeel; chocolaty, wood-framed finish. Milk amplifies both dark chocolate and hazelnut notes in a richly sweet presentation."
Thailand Robusta Panid Choosit,Paradise Roasters,Medium-Light,United States,Thailand,4.98,90,202101,"Sweetly nut-toned. Almond, pie cherry, oak, prairie flowers, baking chocolate in aroma and cup. Sweet structure with brisk acidity; velvety-smooth mouthfeel. Gently drying, sweetly nut-toned finish."
Ethiopia Guji Super-Natural Decaf Water Process,Big Shoulders Coffee,Medium,United States,Ethiopia,5.29,91,202011,"Deeply and roundly roast-toned. Dark chocolate, singed cedar, raisin, almond, magnolia in aroma and cup. Sweetly savory with gentle, round acidity; crisp, velvety mouthfeel. Chocolate and raisin lead the way in the quiet finish. "
Peru Jheyner Roman,Temple Coffee Roasters,Medium-Light,United States,Peru,5.58,92,202103,"Crisply sweet, deep-toned. Pecan pralines, date, magnolia, cedar, baking chocolate in aroma and cup. Sweet structure with brisk acidity; satiny mouthfeel. Notes of baking chocolate lead the quiet finish, supported by pecan and cedar."
Colombia La Victoria,Temple Coffee Roasters,Medium-Light,United States,Colombia,5.58,92,202103,"Rich-toned, deeply aromatic. Dark chocolate, hop flowers, brown sugar, orange zest, hazelnut in aroma and cup. Bittersweet structure with gentle, round acidity; velvety mouthfeel. Chocolaty finish with undertones of orange zest and hazelnut. "
Costa Rica La Pastora Honey,RamsHead Coffee Roasters,Medium-Light,United States,Costa Rica,4.98,92,202103,"Crisply sweet-tart. Green apple, magnolia, oak, maple syrup, almond in aroma and cup. Sweet-tart structure with brisk acidity; delicate, silky mouthfeel. Almond and apple notes lead in the quiet finish."
Rwanda Triple-Washed,Jackrabbit Java,Medium-Light,United States,Rwanda,5.88,92,202102,"Balanced, sweet-toned, floral. Tea rose, cocoa nib, pear, almond, oak in aroma and cup. Sweet structure with balanced, poised acidity; satiny-smooth mouthfeel. The floral-toned finish that leads with notes of tea rose and almond with hints of pear."
Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural,RamsHead Coffee Roasters,Medium-Light,United States,Nicaragua,5.28,92,202108,"Fruit-forward, deeply sweet. Blueberry, dark chocolate, magnolia, cedar, almond in aroma and cup. Sweet structure with gentle acidity; crisp, velvety mouthfeel. Chocolaty finish with blueberry and almond undertones."
Burundi Kinyovu,Valverde Coffee Roasters,Medium,United States,Burundi,5.64,92,202106,"Sweetly roast-toned, chocolaty. Dark chocolate, lily, vanilla, dried fig, scorched cedar in aroma and cup. Bittersweet-savory structure; crisp yet velvety mouthfeel. Dark chocolate notes lead in the finish, rounding to dried fruit and vanilla notes in the long. "
Ethiopia Yirgacheffe Worka Sakaro Anaerobic,Coffee By Design,Light,United States,Ethiopia,5.44,90,202111,"Quietly bittersweet, cocoa-toned. Lime zest, cocoa powder, hop flowers, cedar, persimmon in aroma and cup. Bittersweet structure with brisk acidity; lightly satiny mouthfeel. The finish centers around notes of cocoa powder and hop flowers."
Ethiopia Wuri Washed,Indaba Coffee Roasters,Light,United States,Ethiopia,4.7,91,202104,"Gently crisp, sweet-toned. Honeydew melon, baking chocolate, hazelnut, fir, lemon verbena in aroma and cup. Sweet in structure with pert acidity; lightly satiny mouthfeel. Nut-toned finish with undertones of aromatic wood."
Uganda Utz Sipi Falls,Islamorada Coffee Roasters,Medium-Light,United States,Uganda,5.88,91,202104,"Deeply rich and sweet. Molasses, dark chocolate, almond, lily, date in aroma and cup. Sweet-toned structure with gentle, round acidity; velvety mouthfeel. Crisp, quiet finish centers around notes of dark chocolate and almond."
Pluma Hidalgo Mexico,JBC Coffee Roasters,Medium-Light,United States,Mexico,4.7,92,202109,"Crisply sweet-tart. Almond butter, yellow plum, milk chocolate, clover flowers, a hint of thyme in aroma and cup. Sweet-toned structure with mild acidity; satiny, delicate mouthfeel. The sweetly nut-toned finish is supported by notes of chocolate and thyme."
Congo Umoja,Fresh Roasted Coffee,Medium-Light,United States,Democratic Republic Of The Congo,4.69,92,202109,"Richly cocoa-toned. Cocoa nib, cashew butter, lily, lemon verbena, date in aroma and cup. Sweet-toned with mild acidity; plush, syrupy mouthfeel. Cocoa- and nut-driven finish."
Bella Carmona Guatemala,JBC Coffee Roasters,Light,United States,Guatemala,5.0,92,202109,"Richly sweet-savory, citrus-toned. Tangerine zest, maple syrup, pistachio, rhododendron, baking chocolate in aroma and cup. Balanced structure with gentle, round acidity; full, lightly syrupy mouthfeel. The quiet finish is carried by notes of baking chocolate and pistachio."
Guatemala Bella Carmona,Big Shoulders Coffee,Medium-Light,United States,Guatemala,5.29,93,202012,"Chocolaty, floral-toned. Baking chocolate, honeysuckle, date, almond butter, cedar in aroma and cup. Sweet structure with bright acidity; satiny-smooth mouthfeel. Baking chocolate and honeysuckle, supported by cedar, carry the finish."
Cual Bicicleta,Merge Coffee Company,Medium-Light,United States,Honduras,5.29,93,202012,"Citrusy, spice-toned. Dried orange zest, baking spices, golden raisin, hazelnut, fresh-cut oak in aroma and cup. Sweet-toned structure with brisk acidity; plush, syrupy mouthfeel. The crisp finish is redolent with dried orange zest and baking spices. "
El Salvador Pacamara,RamsHead Coffee Roasters,Medium-Light,United States,El Salvador,5.28,93,202108,"Chocolaty, sweetly savory. Baking chocolate, lemon verbena, pomegranate, fresh-cut oak, maple syrup in aroma and cup. Sweet-toned structure with round acidity; full, satiny mouthfeel. Quiet finish leads with notes of baking chocolate and maple syrup, supported by undertones of fresh-cut oak."
Guatemala Las Victorias Euphora Special Lot,Euphora Coffee,Medium-Light,Taiwan,Guatemala,4.41,93,202103,"Richly fruit-toned, juicy and deep. Raspberry, dark chocolate, hazelnut, lemon-thyme, sandalwood in aroma and cup. Sweetly tart with brisk acidity; very full, syrupy-smooth mouthfeel. Dark chocolate notes support the fruit-laden finish."
Costa Rica Las Lajas Red Honey,Durango Coffee Company,Medium-Light,United States,Costa Rica,4.69,93,202101,"Gently sweet-tart, complexly layered. Blueberry jam, jasmine, almond, cedar, caramel in aroma and cup. Fruit-forward structure with gentle acidity; full, syrupy mouthfeel. Finish consolidates to notes of blueberry and caramel with undertones of cedar."
Colombia Pink Bourbon/Pink Lemonade Collaboration,Badbeard’s Microroastery,Medium-Light,United States,Colombia,4.18,93,202102,"Sweetly tart, floral-driven. Honeysuckle, vanilla bean, cocoa nib, peach, fresh-cut oak in aroma and cup. Crisply sweet structure with gently bright, ripe acidity; very full, viscous mouthfeel. The finish consolidates to notes of peach, vanilla bean and oak."
